0,0,1003,3,4,5,614007455,False,1660185176,1790,1511,1621750044,
1,0,1003,1,5,2,529822966,False,1661774645,1677,1702,1621750105,
2,0,1003,5,1,4,611143356,False,1663608076,1634,1592,1621750170,
3,0,1003,4,5,6,621631487,False,1665472970,1613,1679,1621750242,
4,0,1003,2,6,3,579420525,False,1667211231,2047,1251,1621750313,
5,0,1003,5,2,5,609213228,False,1669038871,1602,1616,1621750384,
6,0,1003,6,3,2,564898600,False,1670733567,1770,1494,1621750455,
,,,,,,,,,,,,1621750520
