No,cBB,cmd,d1,d2,d3,gBB,iJp,tJpV,tUB,tUS,timestamp,error
371,0,1003,5,5,6,192444387,FALSE,718085293,843,420,1621705834,
372,0,1003,1,4,1,262287261,FALSE,718872155,768,553,1621705905,
373,0,1003,2,1,3,218448925,FALSE,719527502,520,758,1621705977,
374,0,1003,6,6,2,233416564,FALSE,720227752,585,636,1621706047,
375,0,1003,2,1,5,263173594,FALSE,721017273,787,505,1621706118,
376,0,1003,1,1,5,187824936,FALSE,721580748,624,551,1621706189,
377,0,1003,1,1,1,199566042,FALSE,722179446,641,527,1621706260,
378,0,1003,1,3,5,237082585,FALSE,722890694,581,619,1621706334,
379,0,1003,4,1,3,255281419,FALSE,723656538,501,680,1621706403,
380,0,1003,3,5,5,221220696,FALSE,724320200,426,731,1621706473,
381,0,1003,4,2,5,205762177,FALSE,724937486,600,548,1621706544,
382,0,1003,3,1,1,270291014,FALSE,725748359,646,508,1621706616,
383,0,1003,4,5,4,197819004,FALSE,726341816,441,675,1621706690,
384,0,1003,4,3,5,198304046,FALSE,726936728,543,561,1621706758,
385,0,1003,3,2,3,187807288,FALSE,727500150,515,631,1621706829,
386,0,1003,6,6,3,196012494,FALSE,728088188,600,533,1621706900,
387,0,1003,3,5,2,251392345,FALSE,728842365,792,395,1621706971,
388,0,1003,6,1,4,183325943,FALSE,729392343,705,455,1621707042,
389,0,1003,5,6,2,223743354,FALSE,730063573,386,783,1621707114,
390,0,1003,5,1,2,176868657,FALSE,730594179,514,565,1621707184,
391,0,1003,4,1,6,191477613,FALSE,731168612,549,527,1621707259,
392,0,1003,6,2,3,244245371,FALSE,731901348,613,496,1621707326,
393,0,1003,6,6,2,167570485,FALSE,732404060,463,661,1621707400,
394,0,1003,6,5,1,183467835,FALSE,732954464,529,578,1621707468,
395,0,1003,2,5,1,215340076,FALSE,733600484,638,480,1621707539,
396,0,1003,4,1,6,216999834,FALSE,734251483,593,498,1621707610,
397,0,1003,2,5,2,300599485,FALSE,735153281,701,402,1621707681,
398,0,1003,3,6,1,197207530,FALSE,735744904,537,523,1621707752,
399,0,1003,5,5,3,206752783,FALSE,736365162,392,571,1621707823,
400,0,1003,2,4,2,171589901,FALSE,736879932,570,435,1621707894,
401,0,1003,1,2,6,215505501,FALSE,737526448,510,548,1621707965,
402,0,1003,3,1,4,204621866,FALSE,738140314,556,503,1621708036,
403,0,1003,2,4,2,228254138,FALSE,738825076,496,524,1621708109,
404,0,1003,6,3,3,170453519,FALSE,739336437,486,548,1621708178,
405,0,1003,5,3,5,186262489,FALSE,739895225,503,498,1621708249,
406,0,1003,1,2,4,199939925,FALSE,740495045,554,461,1621708325,
407,0,1003,4,4,2,160986006,FALSE,740978003,420,600,1621708391,
408,0,1003,3,4,6,191349002,FALSE,741552050,563,474,1621708467,
409,0,1003,1,2,6,207075795,FALSE,742173278,650,419,1621708533,
410,0,1003,2,1,3,193007940,FALSE,742752302,454,538,1621708608,
411,0,1003,3,5,5,189365629,FALSE,743320399,516,514,1621708675,
412,0,1003,5,5,3,208461471,FALSE,743945783,473,588,1621708746,
413,0,1003,3,2,6,170401430,FALSE,744456987,528,569,1621708817,
414,0,1003,6,4,1,185602595,FALSE,745013795,538,541,1621708888,
415,0,1003,3,2,6,198609132,FALSE,745609622,535,534,1621708959,
416,0,1003,2,1,4,175461159,FALSE,746136006,562,500,1621709030,
417,0,1003,4,1,2,170430518,FALSE,746647298,464,589,1621709101,
418,0,1003,3,1,5,208055304,FALSE,747271464,479,580,1621709176,
419,0,1003,6,6,3,204933830,FALSE,747886266,487,618,1621709243,
420,0,1003,6,3,4,195776401,FALSE,748473595,641,403,1621709314,
421,0,1003,5,3,3,188377740,FALSE,749038728,541,487,1621709385,
422,0,1003,5,2,1,218143472,FALSE,749693158,424,578,1621709456,
423,0,1003,3,4,5,193477506,FALSE,750273591,417,658,1621709527,
424,0,1003,2,3,3,236397716,FALSE,750982784,445,564,1621709598,
425,0,1003,6,4,6,195523793,FALSE,751569355,678,462,1621709674,
426,0,1003,1,6,6,190941929,FALSE,752142181,446,605,1621709740,
427,0,1003,3,4,5,194761259,FALSE,752726465,562,497,1621709811,
428,0,1003,1,1,6,170670582,FALSE,753238477,476,546,1621709882,
429,0,1003,3,1,1,211582454,FALSE,753873224,497,528,1621709953,
430,0,1003,3,1,6,161277240,FALSE,754357055,452,602,1621710024,
431,0,1003,6,6,5,99749576,FALSE,754656304,458,314,1621710095,
432,0,1003,6,3,5,164479207,FALSE,755149741,611,406,1621710175,
433,0,1003,3,3,5,185479720,FALSE,755706180,601,445,1621710246,
434,0,1003,1,6,2,200281931,FALSE,756307026,464,615,1621710317,
435,0,1003,4,3,5,264904643,FALSE,757101740,429,632,1621710388,
436,0,1003,1,5,2,208383081,FALSE,757726889,439,615,1621710459,
437,0,1003,1,1,6,204420060,FALSE,758340149,666,425,1621710530,
438,0,1003,3,5,3,231864653,FALSE,759035743,435,562,1621710601,
439,0,1003,5,5,4,236035936,FALSE,759743851,506,503,1621710672,
440,0,1003,4,3,5,242070110,FALSE,760470062,484,510,1621710743,
441,0,1003,4,1,3,215835092,FALSE,761117567,489,600,1621710814,
442,0,1003,5,6,6,248334248,FALSE,761862570,465,560,1621710885,
443,0,1003,2,2,6,214192885,FALSE,762505149,545,499,1621710956,
444,0,1003,6,3,1,244743121,FALSE,763239379,620,503,1621711027,
445,0,1003,5,6,2,185491943,FALSE,763795855,573,469,1621711098,
446,0,1003,4,1,1,205821942,FALSE,764413321,608,439,1621711169,
447,0,1003,4,5,3,142955782,FALSE,764842188,474,568,1621711240,
448,0,1003,5,3,2,324530034,FALSE,765815778,517,540,1621711311,
449,0,1003,4,4,2,213246007,FALSE,766455516,605,491,1621711382,
450,0,1003,1,4,3,209096083,FALSE,767082805,641,469,1621711453,
451,0,1003,3,5,4,192229688,FALSE,767659494,545,529,1621711524,
452,0,1003,3,3,4,212060040,FALSE,768295674,594,465,1621711595,
453,0,1003,4,5,6,236525025,FALSE,769005250,543,540,1621711666,
454,0,1003,3,3,4,177748264,FALSE,769538495,563,502,1621711737,
455,0,1003,2,2,6,251606632,FALSE,770293315,582,549,1621711808,
456,0,1003,5,5,1,296996537,FALSE,771184304,735,382,1621711879,
457,0,1003,3,1,6,187723862,FALSE,771747476,608,552,1621711951,
458,0,1003,1,6,1,262482003,FALSE,772534922,542,606,1621712022,
459,0,1003,3,5,2,244515005,FALSE,773268467,517,597,1621712093,
460,0,1003,3,2,4,182407715,FALSE,773815690,527,592,1621712163,
461,0,1003,4,4,6,202323189,FALSE,774422659,490,660,1621712235,
462,0,1003,1,4,1,285320614,FALSE,775278621,501,635,1621712306,
463,0,1003,1,5,5,287760932,FALSE,776141904,453,755,1621712377,
464,0,1003,5,1,6,286626998,FALSE,777001785,552,540,1621712448,
465,0,1003,6,3,6,286704555,FALSE,777861899,472,715,1621712519,
466,0,1003,3,5,3,411332622,FALSE,779095897,704,428,1621712590,
467,0,1003,1,4,3,420240502,FALSE,780356619,446,870,1621712661,
468,0,1003,2,5,5,276483146,FALSE,781186069,452,778,1621712732,
469,0,1003,1,3,2,307079276,FALSE,782107307,475,762,1621712803,
470,0,1003,4,3,2,303408350,FALSE,783017532,613,681,1621712874,
471,0,1003,1,4,2,304902608,FALSE,783932240,347,836,1621712945,
472,0,1003,4,2,3,288255531,FALSE,784797007,369,917,1621713016,
473,0,1003,6,1,5,343447376,FALSE,785827349,811,641,1621713087,
474,0,1003,6,4,6,249035865,FALSE,786574457,742,666,1621713158,
475,0,1003,3,5,1,330872278,FALSE,787567074,792,568,1621713229,
476,0,1003,5,6,6,282186368,FALSE,788413633,617,708,1621713300,
477,0,1003,3,2,1,347861395,FALSE,789457217,691,660,1621713371,
478,0,1003,4,6,1,287487833,FALSE,790319681,752,626,1621713442,
479,0,1003,3,5,3,267963029,FALSE,791123570,582,771,1621713513,
480,0,1003,4,4,6,229130221,FALSE,791810961,619,753,1621713584,
481,0,1003,5,6,6,253725578,FALSE,792572138,680,686,1621713655,
482,0,1003,5,5,6,409927765,FALSE,793801921,759,702,1621713726,
483,0,1003,4,2,2,350322084,FALSE,794852888,862,557,1621713797,
484,0,1003,6,3,4,263661276,FALSE,795643872,686,684,1621713868,
485,0,1003,5,3,4,349997443,FALSE,796693864,591,737,1621713939,
486,0,1003,3,3,2,312384634,FALSE,797631018,646,673,1621714010,
487,0,1003,3,3,1,235432403,FALSE,798337315,709,641,1621714081,
488,0,1003,4,2,4,270702441,FALSE,799149422,520,780,1621714152,
489,0,1003,1,1,3,216597202,FALSE,799799214,615,763,1621714223,
490,0,1003,2,2,1,286981508,FALSE,800660159,687,771,1621714294,
491,0,1003,2,5,4,261339816,FALSE,801444178,585,822,1621714365,
492,0,1003,2,4,2,298353132,FALSE,802339237,627,748,1621714436,
493,0,1003,5,4,1,249453407,FALSE,803087597,854,527,1621714507,
494,0,1003,2,5,6,249862121,FALSE,803837183,614,679,1621714578,
495,0,1003,4,2,6,298932233,FALSE,804733980,736,609,1621714649,
496,0,1003,2,1,6,239764019,FALSE,805453272,693,577,1621714720,
497,0,1003,2,6,2,235319931,FALSE,806159232,574,665,1621714791,
498,0,1003,4,6,5,347862814,FALSE,807202821,853,470,1621714862,
499,0,1003,6,5,1,488915793,FALSE,808669568,952,465,1621714933,
500,0,1003,2,6,2,249153727,FALSE,809417029,628,833,1621715004,
501,0,1003,6,3,2,284392786,FALSE,810270208,693,813,1621715075,
502,0,1003,4,2,3,308504941,FALSE,811195723,458,936,1621715146,
503,0,1003,6,4,5,220423417,FALSE,811856993,796,651,1621715217,
504,0,1003,6,4,5,370810972,FALSE,812969426,451,1092,1621715288,
505,0,1003,3,3,4,205389429,FALSE,813585594,707,754,1621715359,
506,0,1003,4,5,4,262055867,FALSE,814371762,739,644,1621715430,
507,0,1003,6,2,5,274953847,FALSE,815196623,865,629,1621715502,
508,0,1003,2,3,3,235684996,FALSE,815903678,621,908,1621715573,
509,0,1003,5,1,6,382861269,FALSE,817052262,992,540,1621715644,
510,0,1003,5,5,5,274252681,FALSE,817875020,877,709,1621715715,
511,0,1003,6,4,6,266838751,FALSE,818675536,744,844,1621715786,
512,0,1003,5,2,3,325730714,FALSE,819652729,969,606,1621715857,
513,0,1003,3,1,2,241829942,FALSE,820378219,742,750,1621715928,
514,0,1003,3,2,1,323104610,FALSE,821347533,645,925,1621715999,
515,0,1003,6,5,1,339412957,FALSE,822365772,994,623,1621716070,
516,0,1003,6,3,1,325373697,FALSE,823341893,819,696,1621716141,
517,0,1003,3,2,2,358589638,FALSE,824417662,612,912,1621716212,
518,0,1003,6,6,5,374394092,FALSE,825540844,402,1153,1621716283,
519,0,1003,5,5,2,306656269,FALSE,826460813,803,776,1621716354,
520,0,1003,4,1,4,295092430,FALSE,827346090,759,783,1621716425,
521,0,1003,6,2,6,275385996,FALSE,828172248,636,954,1621716496,
522,0,1003,3,4,3,355324516,FALSE,829238221,684,841,1621716567,
523,0,1003,3,5,4,653693799,FALSE,831199303,1044,687,1621716638,
524,0,1003,1,1,1,589989636,FALSE,832969272,439,1401,1621716709,
525,0,1003,6,3,3,412325666,FALSE,834206250,1233,640,1621716780,
526,0,1003,4,6,5,317359069,FALSE,835158327,850,1050,1621716851,
527,0,1003,5,6,2,346983623,FALSE,836199278,1022,838,1621716922,
528,0,1003,4,6,3,276560623,FALSE,837028960,1083,754,1621716993,
529,0,1003,1,5,3,274938509,FALSE,837853776,1110,833,1621717064,
530,0,1003,5,5,1,276908001,FALSE,838684500,895,930,1621717135,
531,0,1003,3,4,5,306129891,FALSE,839602890,859,938,1621717206,
532,0,1003,2,2,5,314627942,FALSE,840546774,985,854,1621717277,
533,0,1003,4,2,5,299214465,FALSE,841444418,871,904,1621717348,
534,0,1003,2,1,4,316187510,FALSE,842392980,1016,750,1621717419,
535,0,1003,4,1,2,308776215,FALSE,843319309,1071,798,1621717490,
536,0,1003,4,5,5,285091820,FALSE,844174584,895,835,1621717561,
537,0,1003,2,1,4,321710302,FALSE,845139715,900,801,1621717634,
538,0,1003,2,1,1,344745010,FALSE,846173950,818,968,1621717703,
539,0,1003,5,4,1,347633019,FALSE,847216849,935,907,1621717774,
540,0,1003,1,2,2,307687873,FALSE,848139912,1064,829,1621717845,
541,0,1003,6,6,6,333198436,FALSE,849139507,849,985,1621717916,
542,0,1003,1,5,5,311991510,FALSE,850075481,882,859,1621717987,
543,0,1003,1,1,1,333214728,FALSE,851075125,881,922,1621718058,
544,0,1003,3,3,5,359092034,FALSE,852152401,716,1144,1621718134,
545,0,1003,1,6,6,372299345,FALSE,853269299,870,882,1621718200,
546,0,1003,4,4,5,309787497,FALSE,854198662,733,1069,1621718271,
547,0,1003,2,2,1,332768962,FALSE,855196969,884,879,1621718342,
548,0,1003,5,2,4,339131163,FALSE,856214363,783,941,1621718413,
549,0,1003,5,1,1,376054262,FALSE,857342526,1018,760,1621718485,
550,0,1003,6,4,6,307751841,FALSE,858265781,928,781,1621718556,
551,0,1003,3,4,6,290683401,FALSE,859137831,723,1017,1621718627,
552,0,1003,1,3,4,286800745,FALSE,859998233,782,899,1621718698,
553,0,1003,1,3,6,415240967,FALSE,861243956,826,887,1621718769,
554,0,1003,4,1,4,274377818,FALSE,862067089,900,871,1621718840,
555,0,1003,2,1,5,308891500,FALSE,862993764,1042,814,1621718911,
556,0,1003,2,2,5,304331048,FALSE,863906757,973,959,1621718985,
557,0,1003,2,1,4,243146086,FALSE,864636196,927,1024,1621719053,
558,0,1003,6,6,4,416553702,FALSE,865885858,876,1157,1621719124,
559,0,1003,5,5,5,343128928,FALSE,866915245,1206,722,1621719195,
560,0,1003,5,5,6,290145444,FALSE,867785682,1113,860,1621719266,
561,0,1003,5,6,6,413777081,FALSE,869027013,1290,744,1621719337,
562,0,1003,1,1,3,356127510,FALSE,870095395,1356,778,1621719408,
563,0,1003,3,5,6,266622221,FALSE,870895262,747,1206,1621719479,
564,0,1003,3,1,6,336904279,FALSE,871905975,879,947,1621719550,
565,0,1003,5,2,1,327513949,FALSE,872888517,1139,798,1621719621,
566,0,1003,1,6,2,345622260,FALSE,873925384,856,967,1621719692,
567,0,1003,6,6,2,376948347,FALSE,875056230,839,1108,1621719763,
568,0,1003,2,1,3,369054153,FALSE,876163393,973,903,1621719834,
569,0,1003,4,3,1,345826561,FALSE,877200873,872,1057,1621719905,
570,0,1003,6,3,3,382043258,FALSE,878347003,880,1195,1621719976,
571,0,1003,1,5,1,458212819,FALSE,879721642,899,1063,1621720047,
572,0,1003,1,4,3,349493552,FALSE,880770123,952,1064,1621720118,
573,0,1003,1,6,4,326970921,FALSE,881751035,1113,864,1621720189,
574,0,1003,4,6,2,422777608,FALSE,883019368,836,1258,1621720260,
575,0,1003,6,1,6,336960959,FALSE,884030251,1011,1062,1621720332,
576,0,1003,1,5,2,357923760,FALSE,885104022,1121,1046,1621720402,
577,0,1003,6,6,2,371492372,FALSE,886218500,1024,977,1621720473,
578,0,1003,6,4,2,365159111,FALSE,887313977,1103,1076,1621720544,
579,0,1003,4,3,6,445500265,FALSE,888650478,1029,1143,1621720618,
580,0,1003,3,1,1,311804380,FALSE,889585892,889,1179,1621720686,
581,0,1003,3,5,1,406672862,FALSE,890805911,1167,1066,1621720759,
582,0,1003,2,2,1,344348633,FALSE,891838957,889,1214,1621720828,
583,0,1003,1,2,1,437439162,FALSE,893151275,1016,1262,1621720899,
584,0,1003,3,2,5,498988683,FALSE,894648241,1067,1420,1621720970,
585,0,1003,5,3,3,384727633,FALSE,895802424,1340,1186,1621721041,
586,0,1003,2,1,5,426233853,FALSE,897081126,1411,1015,1621721112,
587,0,1003,6,3,1,410184656,FALSE,898311680,1124,1167,1621721184,
588,0,1003,3,4,4,406645238,FALSE,899531616,1113,1249,1621721255,
589,0,1003,2,1,5,466539079,FALSE,900931234,1186,1229,1621721326,
590,0,1003,1,2,1,478052728,FALSE,902365393,1055,1456,1621721397,
591,0,1003,5,3,6,511513197,FALSE,903899933,1415,1154,1621721468,
592,0,1003,3,1,4,491421864,FALSE,905374199,1209,1359,1621721539,
593,0,1003,5,3,2,510927523,FALSE,906906982,1143,1555,1621721610,
594,0,1003,2,5,3,431024891,FALSE,908200057,1743,983,1621721681,
595,0,1003,3,2,2,431258275,FALSE,909493832,1298,1191,1621721752,
596,0,1003,4,6,6,471379481,FALSE,910907970,1301,1283,1621721823,
597,0,1003,1,5,2,417441855,FALSE,912160296,1413,1147,1621721894,
598,0,1003,6,4,2,503699047,FALSE,913671393,1273,1370,1621721965,
599,0,1003,4,5,4,444011225,FALSE,915003427,1124,1509,1621722036,
600,0,1003,1,6,3,413087681,FALSE,916242690,1340,1148,1621722107,
601,0,1003,3,6,4,428681272,FALSE,917528734,1170,1334,1621722178,
602,0,1003,3,5,3,473270214,FALSE,918948544,1463,1094,1621722253,
603,0,1003,6,3,4,383777841,FALSE,920099877,1116,1535,1621722320,
604,0,1003,6,3,5,448874395,FALSE,921446500,1297,1310,1621722391,
605,0,1003,5,2,4,438926893,FALSE,922763281,1472,1219,1621722462,
606,0,1003,2,5,5,386374234,FALSE,923922404,1321,1473,1621722533,
607,0,1003,3,2,1,398815017,FALSE,925118849,1369,1349,1621722604,
608,0,1003,5,5,3,409936392,FALSE,926348659,1239,1438,1621722675,
609,0,1003,6,5,4,433307404,FALSE,927648581,1360,1256,1621722746,
610,0,1003,1,3,2,487208735,FALSE,929110208,1546,1224,1621722817,
611,0,1003,5,3,3,427173235,FALSE,930391728,1333,1413,1621722888,
612,0,1003,6,2,5,478480450,FALSE,931827170,1501,1293,1621722959,
613,0,1003,5,3,1,497871064,FALSE,933320784,1071,1743,1621723030,
614,0,1003,2,3,5,601047818,FALSE,935123928,1912,1106,1621723101,
615,0,1003,1,4,1,453457105,FALSE,936484299,1386,1342,1621723172,
616,0,1003,2,4,3,529738862,FALSE,938073516,1476,1472,1621723243,
617,0,1003,2,6,4,505849327,FALSE,939591064,1385,1458,1621723314,
618,0,1003,3,1,3,575497612,FALSE,941317557,1370,1320,1621723385,
619,0,1003,6,1,2,481353770,FALSE,942761618,1396,1492,1621723457,
620,0,1003,2,3,3,560377858,FALSE,944442752,1322,1550,1621723532,
621,0,1003,6,6,6,475755446,FALSE,945870018,1229,1530,1621723599,
622,0,1003,5,3,4,514038597,FALSE,947412134,1504,1290,1621723670,
623,0,1003,5,1,4,454223252,FALSE,948774804,1476,1261,1621723741,
624,0,1003,5,3,5,586886459,FALSE,950535463,1312,1530,1621723812,
625,0,1003,6,2,3,558173014,FALSE,952209982,1574,1314,1621723883,
626,0,1003,3,5,6,462908958,FALSE,953598709,1153,1779,1621723954,
627,0,1003,1,6,5,473195097,FALSE,955018294,1454,1546,1621724025,
628,0,1003,5,6,1,441778853,FALSE,956343630,1386,1581,1621724096,
629,0,1003,6,3,2,434079610,FALSE,957645869,1569,1433,1621724167,
630,0,1003,6,4,2,415795169,FALSE,958893254,1485,1468,1621724238,
631,0,1003,5,4,4,476830195,FALSE,960323745,1523,1399,1621724309,
632,0,1003,4,4,5,446061486,FALSE,961661930,1579,1485,1621724380,
633,0,1003,6,4,2,693523586,FALSE,963742501,1681,1397,1621724451,
634,0,1003,3,4,6,459115864,FALSE,965119849,1690,1441,1621724522,
635,0,1003,1,6,5,432613090,FALSE,966417688,1829,1364,1621724593,
636,0,1003,5,1,6,447729375,FALSE,967760876,1765,1516,1621724664,
637,0,1003,1,4,3,466562177,FALSE,969160563,1907,1393,1621724735,
638,0,1003,4,1,1,532101454,FALSE,970756867,1486,1499,1621724806,
639,0,1003,2,4,2,486396314,FALSE,972216056,1220,1837,1621724877,
640,0,1003,3,4,4,552408880,FALSE,973873282,1279,1863,1621724948,
641,0,1003,6,3,5,582677758,FALSE,975621316,1640,1383,1621725019,
642,0,1003,3,1,6,528918798,FALSE,977208073,1746,1341,1621725090,
643,0,1003,6,3,6,489019671,FALSE,978675132,1288,1708,1621725161,
644,0,1003,2,3,5,542426209,FALSE,980302411,1675,1375,1621725233,
645,0,1003,2,1,6,448657463,FALSE,981648384,1768,1232,1621725304,
646,0,1003,2,3,5,498725778,FALSE,983144562,1444,1425,1621725374,
647,0,1003,2,1,1,488330401,FALSE,984609553,1536,1432,1621725445,
648,0,1003,1,4,6,606717813,FALSE,986429707,1269,1809,1621725516,
649,0,1003,4,5,4,508229044,FALSE,987954394,1326,1478,1621725588,
650,0,1003,1,2,4,649529408,FALSE,989902983,1445,1430,1621725659,
651,0,1003,4,2,3,500724238,FALSE,991405156,1278,1569,1621725730,
652,0,1003,6,4,5,585573949,FALSE,993161878,1411,1538,1621725801,
653,0,1003,2,1,3,489788547,FALSE,994631244,1734,1227,1621725872,
654,0,1003,5,2,4,574285931,FALSE,996354102,1771,1197,1621725943,
655,0,1003,4,1,2,532881876,FALSE,997952748,1457,1742,1621726014,
656,0,1003,6,1,6,514623141,FALSE,999496617,1757,1368,1621726085,
657,0,1003,4,3,2,509590097,FALSE,1001025387,1156,2006,1621726156,
658,0,1003,4,2,4,569696658,FALSE,1002734477,1938,1281,1621726227,
659,0,1003,1,3,6,558861543,FALSE,1004411062,1675,1425,1621726298,
660,0,1003,1,6,5,583557244,FALSE,1006161734,1720,1564,1621726369,
661,0,1003,1,4,5,584807641,FALSE,1007916158,1563,1518,1621726440,
662,0,1003,3,2,2,536119243,FALSE,1009524516,1581,1539,1621726511,
663,0,1003,4,3,5,571474044,FALSE,1011238938,1545,1672,1621726582,
664,0,1003,4,3,3,567089732,FALSE,1012940208,1479,1815,1621726653,
665,0,1003,1,4,2,569729632,FALSE,1014649398,1565,1657,1621726724,
666,0,1003,6,2,1,570618880,FALSE,1016361255,1767,1377,1621726795,
667,0,1003,5,6,6,564546884,FALSE,1018054896,1664,1476,1621726866,
668,0,1003,5,5,4,503716568,FALSE,1019566046,1677,1488,1621726937,
669,0,1003,5,5,3,535085530,FALSE,1021171303,1661,1473,1621727008,
670,0,1003,6,4,4,459969383,FALSE,1022551211,1563,1625,1621727079,
671,0,1003,6,1,1,576618729,FALSE,1024281068,1860,1407,1621727150,
672,0,1003,1,3,1,504315641,FALSE,1025794015,1255,1847,1621727221,
673,0,1003,2,2,1,460171754,FALSE,1027174529,1245,1922,1621727293,
674,0,1003,4,2,3,584038911,FALSE,1028926646,1627,1764,1621727364,
675,0,1003,3,5,3,694729962,FALSE,1031010836,1912,1535,1621727435,
676,0,1003,3,4,5,763014297,FALSE,1033299879,2185,1172,1621727506,
677,0,1003,5,2,6,521117019,FALSE,1034863230,2079,1392,1621727577,
678,0,1003,4,1,3,628462228,FALSE,1036748617,2122,1180,1621727648,
679,0,1003,6,5,1,544543313,FALSE,1038382247,1197,2115,1621727719,
680,0,1003,5,4,5,549052020,FALSE,1040029404,1580,1689,1621727790,
681,0,1003,2,1,3,499825529,FALSE,1041528880,1631,1672,1621727861,
682,0,1003,3,4,2,602014364,FALSE,1043334924,1863,1413,1621727932,
683,0,1003,5,5,2,670634136,FALSE,1045346827,1995,1211,1621728003,
684,0,1003,5,2,4,941926613,FALSE,1048172608,2616,1131,1621728079,
685,0,1003,2,6,6,498376000,FALSE,1049667736,1288,2320,1621728145,
686,0,1003,5,4,6,520712240,FALSE,1051229873,1629,1723,1621728216,
687,0,1003,2,6,2,579502860,FALSE,1052968382,1858,1643,1621728287,
688,0,1003,1,5,3,552842174,FALSE,1054626909,1468,1816,1621728358,
689,0,1003,3,3,1,752588999,FALSE,1056884677,1969,1425,1621728429,
690,0,1003,4,6,4,767074954,FALSE,1059185902,1686,1809,1621728500,
